Unnamed: 0,parcellation_label,parcellation_term_label,parcellation_term_set_label,parcellation_index,voxel_count,volume_mm3,color_hex_triplet,red,green,blue,parcellation_term_name,parcellation_term_acronym,parcellation_term_set_name,term_set_order,term_order,parent_term_label,label_numbers,cluster_as_filename
589,AllenCCF-Annotation-2020-593,AllenCCF-Ontology-2017-385,AllenCCF-Ontology-2017-STRU,583,1263430.0,1.2634300000000005,#08858C,8,133,140,Primary visual area,VISp,structure,3,21,AllenCCF-Ontology-2017-315,593,VISp
590,AllenCCF-Annotation-2020-593,AllenCCF-Ontology-2017-593,AllenCCF-Ontology-2017-SUBS,583,1263430.0,1.2634300000000005,#08858C,8,133,140,"Primary visual area, layer 1",VISp1,substructure,4,120,AllenCCF-Ontology-2017-385,593,VISp1
591,AllenCCF-Annotation-2020-821,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,811,1999040.0,1.9990400000000004,#FFFFFF,255,255,255,brain,brain,organ,0,0,,821,brain
592,AllenCCF-Annotation-2020-821,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,811,1999040.0,1.9990400000000004,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,821,grey
593,AllenCCF-Annotation-2020-821,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,811,1999040.0,1.9990400000000004,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,821,Isocortex
594,AllenCCF-Annotation-2020-821,AllenCCF-Ontology-2017-385,AllenCCF-Ontology-2017-STRU,811,1999040.0,1.9990400000000004,#08858C,8,133,140,Primary visual area,VISp,structure,3,21,AllenCCF-Ontology-2017-315,821,VISp
595,AllenCCF-Annotation-2020-821,AllenCCF-Ontology-2017-821,AllenCCF-Ontology-2017-SUBS,811,1999040.0,1.9990400000000004,#08858C,8,133,140,"Primary visual area, layer 2/3",VISp2/3,substructure,4,121,AllenCCF-Ontology-2017-385,821,VISp23
596,AllenCCF-Annotation-2020-721,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,711,1023640.0,1.02364,#FFFFFF,255,255,255,brain,brain,organ,0,0,,721,brain
597,AllenCCF-Annotation-2020-721,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,711,1023640.0,1.02364,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,721,grey
598,AllenCCF-Annotation-2020-721,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,711,1023640.0,1.02364,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,721,Isocortex
599,AllenCCF-Annotation-2020-721,AllenCCF-Ontology-2017-385,AllenCCF-Ontology-2017-STRU,711,1023640.0,1.02364,#08858C,8,133,140,Primary visual area,VISp,structure,3,21,AllenCCF-Ontology-2017-315,721,VISp
600,AllenCCF-Annotation-2020-721,AllenCCF-Ontology-2017-721,AllenCCF-Ontology-2017-SUBS,711,1023640.0,1.02364,#08858C,8,133,140,"Primary visual area, layer 4",VISp4,substructure,4,122,AllenCCF-Ontology-2017-385,721,VISp4
601,AllenCCF-Annotation-2020-778,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,768,1552688.0,1.5526880000000003,#FFFFFF,255,255,255,brain,brain,organ,0,0,,778,brain
602,AllenCCF-Annotation-2020-778,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,768,1552688.0,1.5526880000000003,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,778,grey
603,AllenCCF-Annotation-2020-778,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,768,1552688.0,1.5526880000000003,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,778,Isocortex
604,AllenCCF-Annotation-2020-778,AllenCCF-Ontology-2017-385,AllenCCF-Ontology-2017-STRU,768,1552688.0,1.5526880000000003,#08858C,8,133,140,Primary visual area,VISp,structure,3,21,AllenCCF-Ontology-2017-315,778,VISp
605,AllenCCF-Annotation-2020-778,AllenCCF-Ontology-2017-778,AllenCCF-Ontology-2017-SUBS,768,1552688.0,1.5526880000000003,#08858C,8,133,140,"Primary visual area, layer 5",VISp5,substructure,4,123,AllenCCF-Ontology-2017-385,778,VISp5
606,AllenCCF-Annotation-2020-33,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,29,1070864.0,1.0708640000000005,#FFFFFF,255,255,255,brain,brain,organ,0,0,,33,brain
607,AllenCCF-Annotation-2020-33,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,29,1070864.0,1.0708640000000005,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,33,grey
608,AllenCCF-Annotation-2020-33,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,29,1070864.0,1.0708640000000005,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,33,Isocortex
609,AllenCCF-Annotation-2020-33,AllenCCF-Ontology-2017-385,AllenCCF-Ontology-2017-STRU,29,1070864.0,1.0708640000000005,#08858C,8,133,140,Primary visual area,VISp,structure,3,21,AllenCCF-Ontology-2017-315,33,VISp
610,AllenCCF-Annotation-2020-33,AllenCCF-Ontology-2017-33,AllenCCF-Ontology-2017-SUBS,29,1070864.0,1.0708640000000005,#08858C,8,133,140,"Primary visual area, layer 6a",VISp6a,substructure,4,124,AllenCCF-Ontology-2017-385,33,VISp6a
611,AllenCCF-Annotation-2020-305,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,295,164472.0,0.164472,#FFFFFF,255,255,255,brain,brain,organ,0,0,,305,brain
612,AllenCCF-Annotation-2020-305,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,295,164472.0,0.164472,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,305,grey
613,AllenCCF-Annotation-2020-305,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,295,164472.0,0.164472,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,305,Isocortex
614,AllenCCF-Annotation-2020-305,AllenCCF-Ontology-2017-385,AllenCCF-Ontology-2017-STRU,295,164472.0,0.164472,#08858C,8,133,140,Primary visual area,VISp,structure,3,21,AllenCCF-Ontology-2017-315,305,VISp
615,AllenCCF-Annotation-2020-305,AllenCCF-Ontology-2017-305,AllenCCF-Ontology-2017-SUBS,295,164472.0,0.164472,#08858C,8,133,140,"Primary visual area, layer 6b",VISp6b,substructure,4,125,AllenCCF-Ontology-2017-385,305,VISp6b
616,AllenCCF-Annotation-2020-750,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,740,193790.0,0.19379,#FFFFFF,255,255,255,brain,brain,organ,0,0,,750,brain
617,AllenCCF-Annotation-2020-750,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,740,193790.0,0.19379,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,750,grey
618,AllenCCF-Annotation-2020-750,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,740,193790.0,0.19379,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,750,Isocortex
619,AllenCCF-Annotation-2020-750,AllenCCF-Ontology-2017-425,AllenCCF-Ontology-2017-STRU,740,193790.0,0.19379,#08858C,8,133,140,Posterolateral visual area,VISpl,structure,3,22,AllenCCF-Ontology-2017-315,750,VISpl
620,AllenCCF-Annotation-2020-750,AllenCCF-Ontology-2017-750,AllenCCF-Ontology-2017-SUBS,740,193790.0,0.19379,#08858C,8,133,140,"Posterolateral visual area, layer 1",VISpl1,substructure,4,126,AllenCCF-Ontology-2017-425,750,VISpl1
621,AllenCCF-Annotation-2020-269,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,261,205150.0,0.20515,#FFFFFF,255,255,255,brain,brain,organ,0,0,,269,brain
622,AllenCCF-Annotation-2020-269,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,261,205150.0,0.20515,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,269,grey
623,AllenCCF-Annotation-2020-269,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,261,205150.0,0.20515,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,269,Isocortex
624,AllenCCF-Annotation-2020-269,AllenCCF-Ontology-2017-425,AllenCCF-Ontology-2017-STRU,261,205150.0,0.20515,#08858C,8,133,140,Posterolateral visual area,VISpl,structure,3,22,AllenCCF-Ontology-2017-315,269,VISpl
625,AllenCCF-Annotation-2020-269,AllenCCF-Ontology-2017-269,AllenCCF-Ontology-2017-SUBS,261,205150.0,0.20515,#08858C,8,133,140,"Posterolateral visual area, layer 2/3",VISpl2/3,substructure,4,127,AllenCCF-Ontology-2017-425,269,VISpl23
626,AllenCCF-Annotation-2020-869,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,859,36638.0,0.036638,#FFFFFF,255,255,255,brain,brain,organ,0,0,,869,brain
627,AllenCCF-Annotation-2020-869,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,859,36638.0,0.036638,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,869,grey
628,AllenCCF-Annotation-2020-869,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,859,36638.0,0.036638,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,869,Isocortex
629,AllenCCF-Annotation-2020-869,AllenCCF-Ontology-2017-425,AllenCCF-Ontology-2017-STRU,859,36638.0,0.036638,#08858C,8,133,140,Posterolateral visual area,VISpl,structure,3,22,AllenCCF-Ontology-2017-315,869,VISpl
630,AllenCCF-Annotation-2020-869,AllenCCF-Ontology-2017-869,AllenCCF-Ontology-2017-SUBS,859,36638.0,0.036638,#08858C,8,133,140,"Posterolateral visual area, layer 4",VISpl4,substructure,4,128,AllenCCF-Ontology-2017-425,869,VISpl4
631,AllenCCF-Annotation-2020-902,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,892,242812.0,0.242812,#FFFFFF,255,255,255,brain,brain,organ,0,0,,902,brain
632,AllenCCF-Annotation-2020-902,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,892,242812.0,0.242812,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,902,grey
633,AllenCCF-Annotation-2020-902,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,892,242812.0,0.242812,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,902,Isocortex
634,AllenCCF-Annotation-2020-902,AllenCCF-Ontology-2017-425,AllenCCF-Ontology-2017-STRU,892,242812.0,0.242812,#08858C,8,133,140,Posterolateral visual area,VISpl,structure,3,22,AllenCCF-Ontology-2017-315,902,VISpl
635,AllenCCF-Annotation-2020-902,AllenCCF-Ontology-2017-902,AllenCCF-Ontology-2017-SUBS,892,242812.0,0.242812,#08858C,8,133,140,"Posterolateral visual area, layer 5",VISpl5,substructure,4,129,AllenCCF-Ontology-2017-425,902,VISpl5
636,AllenCCF-Annotation-2020-377,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,367,107274.0,0.107274,#FFFFFF,255,255,255,brain,brain,organ,0,0,,377,brain
637,AllenCCF-Annotation-2020-377,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,367,107274.0,0.107274,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,377,grey
638,AllenCCF-Annotation-2020-377,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,367,107274.0,0.107274,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,377,Isocortex
639,AllenCCF-Annotation-2020-377,AllenCCF-Ontology-2017-425,AllenCCF-Ontology-2017-STRU,367,107274.0,0.107274,#08858C,8,133,140,Posterolateral visual area,VISpl,structure,3,22,AllenCCF-Ontology-2017-315,377,VISpl
640,AllenCCF-Annotation-2020-377,AllenCCF-Ontology-2017-377,AllenCCF-Ontology-2017-SUBS,367,107274.0,0.107274,#08858C,8,133,140,"Posterolateral visual area, layer 6a",VISpl6a,substructure,4,130,AllenCCF-Ontology-2017-425,377,VISpl6a
641,AllenCCF-Annotation-2020-393,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,383,8802.0,0.008802,#FFFFFF,255,255,255,brain,brain,organ,0,0,,393,brain
642,AllenCCF-Annotation-2020-393,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,383,8802.0,0.008802,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,393,grey
643,AllenCCF-Annotation-2020-393,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,383,8802.0,0.008802,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,393,Isocortex
644,AllenCCF-Annotation-2020-393,AllenCCF-Ontology-2017-425,AllenCCF-Ontology-2017-STRU,383,8802.0,0.008802,#08858C,8,133,140,Posterolateral visual area,VISpl,structure,3,22,AllenCCF-Ontology-2017-315,393,VISpl
645,AllenCCF-Annotation-2020-393,AllenCCF-Ontology-2017-393,AllenCCF-Ontology-2017-SUBS,383,8802.0,0.008802,#08858C,8,133,140,"Posterolateral visual area, layer 6b",VISpl6b,substructure,4,131,AllenCCF-Ontology-2017-425,393,VISpl6b
646,AllenCCF-Annotation-2020-805,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,795,190650.0,0.19065,#FFFFFF,255,255,255,brain,brain,organ,0,0,,805,brain
647,AllenCCF-Annotation-2020-805,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,795,190650.0,0.19065,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,805,grey
648,AllenCCF-Annotation-2020-805,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,795,190650.0,0.19065,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,805,Isocortex
649,AllenCCF-Annotation-2020-805,AllenCCF-Ontology-2017-533,AllenCCF-Ontology-2017-STRU,795,190650.0,0.19065,#08858C,8,133,140,posteromedial visual area,VISpm,structure,3,23,AllenCCF-Ontology-2017-315,805,VISpm
650,AllenCCF-Annotation-2020-805,AllenCCF-Ontology-2017-805,AllenCCF-Ontology-2017-SUBS,795,190650.0,0.19065,#08858C,8,133,140,"posteromedial visual area, layer 1",VISpm1,substructure,4,132,AllenCCF-Ontology-2017-533,805,VISpm1
651,AllenCCF-Annotation-2020-41,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,36,292206.0,0.292206,#FFFFFF,255,255,255,brain,brain,organ,0,0,,41,brain
652,AllenCCF-Annotation-2020-41,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,36,292206.0,0.292206,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,41,grey
653,AllenCCF-Annotation-2020-41,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,36,292206.0,0.292206,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,41,Isocortex
654,AllenCCF-Annotation-2020-41,AllenCCF-Ontology-2017-533,AllenCCF-Ontology-2017-STRU,36,292206.0,0.292206,#08858C,8,133,140,posteromedial visual area,VISpm,structure,3,23,AllenCCF-Ontology-2017-315,41,VISpm
655,AllenCCF-Annotation-2020-41,AllenCCF-Ontology-2017-41,AllenCCF-Ontology-2017-SUBS,36,292206.0,0.292206,#08858C,8,133,140,"posteromedial visual area, layer 2/3",VISpm2/3,substructure,4,133,AllenCCF-Ontology-2017-533,41,VISpm23
656,AllenCCF-Annotation-2020-501,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,491,98818.0,0.098818,#FFFFFF,255,255,255,brain,brain,organ,0,0,,501,brain
657,AllenCCF-Annotation-2020-501,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,491,98818.0,0.098818,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,501,grey
658,AllenCCF-Annotation-2020-501,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,491,98818.0,0.098818,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,501,Isocortex
659,AllenCCF-Annotation-2020-501,AllenCCF-Ontology-2017-533,AllenCCF-Ontology-2017-STRU,491,98818.0,0.098818,#08858C,8,133,140,posteromedial visual area,VISpm,structure,3,23,AllenCCF-Ontology-2017-315,501,VISpm
660,AllenCCF-Annotation-2020-501,AllenCCF-Ontology-2017-501,AllenCCF-Ontology-2017-SUBS,491,98818.0,0.098818,#08858C,8,133,140,"posteromedial visual area, layer 4",VISpm4,substructure,4,134,AllenCCF-Ontology-2017-533,501,VISpm4
661,AllenCCF-Annotation-2020-565,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,555,287120.0,0.28712,#FFFFFF,255,255,255,brain,brain,organ,0,0,,565,brain
662,AllenCCF-Annotation-2020-565,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,555,287120.0,0.28712,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,565,grey
663,AllenCCF-Annotation-2020-565,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,555,287120.0,0.28712,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,565,Isocortex
664,AllenCCF-Annotation-2020-565,AllenCCF-Ontology-2017-533,AllenCCF-Ontology-2017-STRU,555,287120.0,0.28712,#08858C,8,133,140,posteromedial visual area,VISpm,structure,3,23,AllenCCF-Ontology-2017-315,565,VISpm
665,AllenCCF-Annotation-2020-565,AllenCCF-Ontology-2017-565,AllenCCF-Ontology-2017-SUBS,555,287120.0,0.28712,#08858C,8,133,140,"posteromedial visual area, layer 5",VISpm5,substructure,4,135,AllenCCF-Ontology-2017-533,565,VISpm5
666,AllenCCF-Annotation-2020-257,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,250,151974.0,0.151974,#FFFFFF,255,255,255,brain,brain,organ,0,0,,257,brain
667,AllenCCF-Annotation-2020-257,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,250,151974.0,0.151974,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,257,grey
668,AllenCCF-Annotation-2020-257,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,250,151974.0,0.151974,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,257,Isocortex
669,AllenCCF-Annotation-2020-257,AllenCCF-Ontology-2017-533,AllenCCF-Ontology-2017-STRU,250,151974.0,0.151974,#08858C,8,133,140,posteromedial visual area,VISpm,structure,3,23,AllenCCF-Ontology-2017-315,257,VISpm
670,AllenCCF-Annotation-2020-257,AllenCCF-Ontology-2017-257,AllenCCF-Ontology-2017-SUBS,250,151974.0,0.151974,#08858C,8,133,140,"posteromedial visual area, layer 6a",VISpm6a,substructure,4,136,AllenCCF-Ontology-2017-533,257,VISpm6a
671,AllenCCF-Annotation-2020-469,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,459,27996.0,0.027996,#FFFFFF,255,255,255,brain,brain,organ,0,0,,469,brain
672,AllenCCF-Annotation-2020-469,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,459,27996.0,0.027996,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,469,grey
673,AllenCCF-Annotation-2020-469,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,459,27996.0,0.027996,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,469,Isocortex
674,AllenCCF-Annotation-2020-469,AllenCCF-Ontology-2017-533,AllenCCF-Ontology-2017-STRU,459,27996.0,0.027996,#08858C,8,133,140,posteromedial visual area,VISpm,structure,3,23,AllenCCF-Ontology-2017-315,469,VISpm
675,AllenCCF-Annotation-2020-469,AllenCCF-Ontology-2017-469,AllenCCF-Ontology-2017-SUBS,459,27996.0,0.027996,#08858C,8,133,140,"posteromedial visual area, layer 6b",VISpm6b,substructure,4,137,AllenCCF-Ontology-2017-533,469,VISpm6b
676,AllenCCF-Annotation-2020-312782578,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1216,74152.0,0.074152,#FFFFFF,255,255,255,brain,brain,organ,0,0,,312782578,brain
677,AllenCCF-Annotation-2020-312782578,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1216,74152.0,0.074152,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,312782578,grey
678,AllenCCF-Annotation-2020-312782578,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1216,74152.0,0.074152,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,312782578,Isocortex
679,AllenCCF-Annotation-2020-312782578,AllenCCF-Ontology-2017-312782574,AllenCCF-Ontology-2017-STRU,1216,74152.0,0.074152,#08858C,8,133,140,Laterointermediate area,VISli,structure,3,24,AllenCCF-Ontology-2017-315,312782578,VISli
680,AllenCCF-Annotation-2020-312782578,AllenCCF-Ontology-2017-312782578,AllenCCF-Ontology-2017-SUBS,1216,74152.0,0.074152,#08858C,8,133,140,"Laterointermediate area, layer 1",VISli1,substructure,4,138,AllenCCF-Ontology-2017-312782574,312782578,VISli1
681,AllenCCF-Annotation-2020-312782582,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1217,117252.0,0.117252,#FFFFFF,255,255,255,brain,brain,organ,0,0,,312782582,brain
682,AllenCCF-Annotation-2020-312782582,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1217,117252.0,0.117252,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,312782582,grey
683,AllenCCF-Annotation-2020-312782582,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1217,117252.0,0.117252,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,312782582,Isocortex
684,AllenCCF-Annotation-2020-312782582,AllenCCF-Ontology-2017-312782574,AllenCCF-Ontology-2017-STRU,1217,117252.0,0.117252,#08858C,8,133,140,Laterointermediate area,VISli,structure,3,24,AllenCCF-Ontology-2017-315,312782582,VISli
685,AllenCCF-Annotation-2020-312782582,AllenCCF-Ontology-2017-312782582,AllenCCF-Ontology-2017-SUBS,1217,117252.0,0.117252,#08858C,8,133,140,"Laterointermediate area, layer 2/3",VISli2/3,substructure,4,139,AllenCCF-Ontology-2017-312782574,312782582,VISli23
686,AllenCCF-Annotation-2020-312782586,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1218,57256.0,0.057256,#FFFFFF,255,255,255,brain,brain,organ,0,0,,312782586,brain
687,AllenCCF-Annotation-2020-312782586,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1218,57256.0,0.057256,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,312782586,grey
688,AllenCCF-Annotation-2020-312782586,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1218,57256.0,0.057256,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,312782586,Isocortex
689,AllenCCF-Annotation-2020-312782586,AllenCCF-Ontology-2017-312782574,AllenCCF-Ontology-2017-STRU,1218,57256.0,0.057256,#08858C,8,133,140,Laterointermediate area,VISli,structure,3,24,AllenCCF-Ontology-2017-315,312782586,VISli
690,AllenCCF-Annotation-2020-312782586,AllenCCF-Ontology-2017-312782586,AllenCCF-Ontology-2017-SUBS,1218,57256.0,0.057256,#08858C,8,133,140,"Laterointermediate area, layer 4",VISli4,substructure,4,140,AllenCCF-Ontology-2017-312782574,312782586,VISli4
691,AllenCCF-Annotation-2020-312782590,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1219,147946.0,0.147946,#FFFFFF,255,255,255,brain,brain,organ,0,0,,312782590,brain
692,AllenCCF-Annotation-2020-312782590,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1219,147946.0,0.147946,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,312782590,grey
693,AllenCCF-Annotation-2020-312782590,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1219,147946.0,0.147946,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,312782590,Isocortex
694,AllenCCF-Annotation-2020-312782590,AllenCCF-Ontology-2017-312782574,AllenCCF-Ontology-2017-STRU,1219,147946.0,0.147946,#08858C,8,133,140,Laterointermediate area,VISli,structure,3,24,AllenCCF-Ontology-2017-315,312782590,VISli
695,AllenCCF-Annotation-2020-312782590,AllenCCF-Ontology-2017-312782590,AllenCCF-Ontology-2017-SUBS,1219,147946.0,0.147946,#08858C,8,133,140,"Laterointermediate area, layer 5",VISli5,substructure,4,141,AllenCCF-Ontology-2017-312782574,312782590,VISli5
696,AllenCCF-Annotation-2020-312782594,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1220,79344.0,0.079344,#FFFFFF,255,255,255,brain,brain,organ,0,0,,312782594,brain
697,AllenCCF-Annotation-2020-312782594,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1220,79344.0,0.079344,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,312782594,grey
698,AllenCCF-Annotation-2020-312782594,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1220,79344.0,0.079344,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,312782594,Isocortex
699,AllenCCF-Annotation-2020-312782594,AllenCCF-Ontology-2017-312782574,AllenCCF-Ontology-2017-STRU,1220,79344.0,0.079344,#08858C,8,133,140,Laterointermediate area,VISli,structure,3,24,AllenCCF-Ontology-2017-315,312782594,VISli
700,AllenCCF-Annotation-2020-312782594,AllenCCF-Ontology-2017-312782594,AllenCCF-Ontology-2017-SUBS,1220,79344.0,0.079344,#08858C,8,133,140,"Laterointermediate area, layer 6a",VISli6a,substructure,4,142,AllenCCF-Ontology-2017-312782574,312782594,VISli6a
701,AllenCCF-Annotation-2020-312782598,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1221,16136.0,0.016136,#FFFFFF,255,255,255,brain,brain,organ,0,0,,312782598,brain
